,location,total_sqft,bath,price,bhk
5059,Kundalahalli,735.0,2.0,57.99,2
5060,Kundalahalli,1047.0,2.0,82.0,2
5061,Kundalahalli,1397.0,3.0,105.0,3
5062,Kundalahalli,1724.0,3.0,127.0,3
5063,Kundalahalli,1010.0,2.0,49.27,2
5064,Kundalahalli,1397.0,3.0,110.0,3
5065,Kundalahalli,1397.0,3.0,104.0,3
5066,Kundalahalli,1397.0,3.0,108.0,3
5067,Kundalahalli,1920.0,3.0,150.0,3
5068,Kundalahalli,1397.0,3.0,105.0,3
5069,Kundalahalli,1800.0,3.0,80.0,3
5070,Kundalahalli,1724.0,3.0,124.0,3
5071,Kundalahalli,1047.0,2.0,84.0,2
5072,Kundalahalli,1047.0,2.0,83.0,2
5073,Kundalahalli,2075.0,3.0,115.0,3
5074,Kundalahalli,1120.0,2.0,53.76,2
5075,Kundalahalli,1047.0,2.0,82.62,2
5076,Kundalahalli,1047.0,2.0,91.0,2
5077,Kundalahalli,1724.0,3.0,146.0,3
5078,Kundalahalli,1600.0,3.0,170.0,3
5079,Kundalahalli,1496.0,2.0,78.0,3
5080,Kundalahalli,1724.0,3.0,125.0,3
5081,Kundalahalli,1010.0,2.0,48.27,2
5082,Kundalahalli,1047.0,2.0,89.0,2
5083,Kundalahalli,2500.0,5.0,245.0,4
5084,Kundalahalli,1397.0,3.0,105.0,3
5085,Kundalahalli,1800.0,3.0,110.0,3
5086,Kundalahalli,1047.0,2.0,72.0,2
5087,Kundalahalli,1260.0,2.0,58.0,2
5088,Kundalahalli,3092.0,4.0,230.0,4
5089,Kundalahalli,1065.0,2.0,70.0,2
5090,Kundalahalli,1724.0,3.0,146.0,3
5091,Kundalahalli,1047.0,2.0,91.0,2
5092,Kundalahalli,1724.0,3.0,128.0,3
5093,Kundalahalli,1315.0,2.0,74.0,2
5094,Kundalahalli,2100.0,3.0,150.0,3
5095,Kundalahalli,1724.0,3.0,125.0,3
5096,Kundalahalli,1724.0,3.0,140.0,3
5097,Kundalahalli,1175.0,2.0,65.0,2
5098,LB Shastri Nagar,1600.0,3.0,65.0,3
5099,LB Shastri Nagar,1043.0,2.0,55.0,2
5100,LB Shastri Nagar,1184.0,2.0,69.0,2
5101,LB Shastri Nagar,665.0,1.0,32.0,1
5102,LB Shastri Nagar,1250.0,2.0,48.5,2
5103,LB Shastri Nagar,1400.0,2.0,80.0,3
5104,LB Shastri Nagar,1184.0,2.0,62.0,2
5105,LB Shastri Nagar,1200.0,2.0,47.0,2
5106,LB Shastri Nagar,1200.0,2.0,75.0,2
5107,LB Shastri Nagar,1000.0,2.0,49.5,2
5108,Laggere,2800.0,5.0,125.0,5
5109,Laggere,1200.0,1.0,125.0,1
5110,Laggere,1200.0,2.0,75.0,2
5111,Laggere,620.0,2.0,48.0,1
5112,Laggere,1800.0,8.0,110.0,8
5113,Laggere,1590.0,9.0,132.0,7
5114,Lakshminarayana Pura,1185.0,2.0,75.0,2
5115,Lakshminarayana Pura,1600.0,2.0,108.0,3
5116,Lakshminarayana Pura,1180.0,2.0,75.0,2
5117,Lakshminarayana Pura,1172.0,2.0,82.0,2
5118,Lakshminarayana Pura,1179.0,2.0,75.0,2
5119,Lakshminarayana Pura,1149.0,2.0,75.0,2
5120,Lakshminarayana Pura,1336.0,2.0,100.0,2
5121,Lakshminarayana Pura,1175.0,2.0,75.0,2
5122,Lakshminarayana Pura,1190.0,2.0,75.0,2
5123,Lakshminarayana Pura,1200.0,2.0,75.0,2
5124,Lakshminarayana Pura,1200.0,2.0,75.0,2
5125,Lakshminarayana Pura,1165.0,2.0,75.0,2
5126,Lakshminarayana Pura,1145.0,2.0,75.0,2
5127,Lakshminarayana Pura,1500.0,3.0,104.0,3
5128,Lakshminarayana Pura,1210.0,2.0,75.0,2
5129,Lakshminarayana Pura,1169.0,2.0,75.0,2
5130,Lakshminarayana Pura,1200.0,2.0,75.0,2
5131,Lakshminarayana Pura,1172.0,2.0,75.0,2
5132,Lakshminarayana Pura,1172.0,2.0,75.0,2
5133,Lakshminarayana Pura,1180.0,2.0,75.0,2
5134,Lakshminarayana Pura,1200.0,2.0,83.0,2
5135,Lakshminarayana Pura,1200.0,2.0,80.0,2
5136,Lakshminarayana Pura,1195.0,2.0,75.0,2
5137,Lakshminarayana Pura,1200.0,2.0,80.0,2
5138,Lingadheeranahalli,1521.0,3.0,95.0,3
5139,Lingadheeranahalli,1511.0,3.0,95.0,3
5140,Lingadheeranahalli,1683.0,3.0,109.0,3
5141,Lingadheeranahalli,1519.0,3.0,93.0,3
5142,Lingadheeranahalli,1521.0,3.0,94.99,3
5143,Lingadheeranahalli,1682.0,3.0,120.0,3
5144,Lingadheeranahalli,1521.0,3.0,94.71,3
5145,Lingadheeranahalli,1893.0,3.0,130.0,3
5146,Lingadheeranahalli,1705.0,3.0,110.0,3
5147,Lingadheeranahalli,2245.0,4.0,154.0,4
5148,Lingadheeranahalli,1682.0,3.0,113.0,3
5149,Lingadheeranahalli,1682.0,3.0,114.0,3
5150,Lingadheeranahalli,1506.0,3.0,95.0,3
5151,Lingadheeranahalli,1683.0,3.0,110.0,3
5152,Lingadheeranahalli,1684.0,3.0,120.0,3
5153,Lingadheeranahalli,2236.0,4.0,153.0,4
5154,Lingadheeranahalli,1894.0,4.0,114.0,3
5155,Lingadheeranahalli,2240.0,4.0,160.0,4
5156,Magadi Road,3600.0,6.0,141.0,6
5157,Magadi Road,1116.0,2.0,50.0,2
5158,Magadi Road,1282.0,2.0,49.0,3
5159,Magadi Road,884.0,2.0,41.1,2
5160,Magadi Road,1005.0,2.0,55.78,2
5161,Magadi Road,1000.0,2.0,46.5,2
5162,Magadi Road,1500.0,2.0,93.0,4
5163,Magadi Road,1350.0,1.0,100.0,2
5164,Magadi Road,1322.0,2.0,58.82,3
5165,Magadi Road,1345.0,2.0,55.0,2
5166,Magadi Road,1191.0,2.0,55.38,3
5167,Magadi Road,5000.0,6.0,360.0,5
5168,Magadi Road,1116.0,2.0,51.89,2
5169,Magadi Road,1052.0,2.0,60.0,3
5170,Magadi Road,940.0,2.0,50.0,2
5171,Magadi Road,1318.0,2.0,68.0,3
5172,Magadi Road,800.0,4.0,60.0,4
5173,Magadi Road,1187.0,2.0,55.195,3
5174,Magadi Road,884.0,2.0,48.0,2
5175,Mahadevpura,1720.0,3.0,78.0,3
5176,Mahadevpura,1150.0,2.0,52.0,2
5177,Mahadevpura,1250.0,2.0,52.0,2
5178,Mahadevpura,1260.0,2.0,57.6,2
5179,Mahadevpura,730.0,1.0,35.0,1
5180,Mahadevpura,1434.0,2.0,67.39,3
5181,Mahadevpura,1146.0,2.0,53.8,2
5182,Mahadevpura,1532.0,2.0,62.0,2
5183,Mahadevpura,1620.0,2.0,76.0,3
5184,Mahadevpura,1136.0,2.0,64.5,2
5185,Mahadevpura,1400.0,2.0,65.8,3
5186,Mahadevpura,1137.0,2.0,53.4,2
5187,Mahadevpura,1601.0,3.0,95.0,3
5188,Mahadevpura,1450.0,3.0,75.0,3
5189,Mahadevpura,1152.0,2.0,54.0,2
5190,Mahadevpura,1212.0,2.0,56.9,2
5191,Mahadevpura,1505.0,3.0,64.0,3
5192,Mahadevpura,1505.0,3.0,78.0,3
5193,Mahadevpura,1500.0,2.0,70.0,3
5194,Mahadevpura,1236.0,2.0,58.0,2
5195,Mahadevpura,1236.0,2.0,58.0,2
5196,Mahadevpura,1120.0,2.0,53.0,2
5197,Mahalakshmi Layout,1575.0,5.0,158.0,4
5198,Mahalakshmi Layout,1200.0,5.0,200.0,5
5199,Mahalakshmi Layout,1135.0,4.0,190.0,8
5200,Mahalakshmi Layout,1200.0,3.0,160.0,4
5201,Mahalakshmi Layout,1200.0,2.0,110.0,3
5202,Mahalakshmi Layout,1876.0,3.0,150.0,3
5203,Mallasandra,1665.0,3.0,95.0,3
5204,Mallasandra,1665.0,3.0,86.58,3
5205,Mallasandra,1340.0,2.0,61.0,2
5206,Mallasandra,1325.0,2.0,70.0,2
5207,Mallasandra,1665.0,3.0,86.91,3
5208,Mallasandra,1325.0,2.0,70.0,2
5209,Mallasandra,905.0,2.0,40.0,2
5210,Mallasandra,1325.0,2.0,65.0,2
5211,Mallasandra,1325.0,2.0,73.0,2
5212,Mallasandra,1565.0,2.0,69.0,2
5213,Mallasandra,905.0,2.0,35.0,2
5214,Mallasandra,1524.0,2.0,72.0,3
5215,Mallasandra,1100.0,2.0,76.3,3
5216,Malleshpalya,1140.0,2.0,46.5,2
5217,Malleshpalya,1225.0,2.0,46.86,2
5218,Malleshpalya,1785.0,3.0,75.0,3
5219,Malleshpalya,1052.0,2.0,50.0,2
5220,Malleshpalya,1405.0,2.0,77.0,3
5221,Malleshpalya,1065.0,2.0,50.0,2
5222,Malleshpalya,1210.0,2.0,55.0,2
5223,Malleshpalya,1900.0,3.0,60.0,3
5224,Malleshpalya,1060.0,2.0,40.0,2
5225,Malleshpalya,1430.0,2.0,69.5,3
5226,Malleshpalya,1421.0,2.0,90.0,2
5227,Malleshpalya,1245.0,2.0,55.0,2
5228,Malleshpalya,1200.0,2.0,46.0,2
5229,Malleshpalya,1225.0,2.0,52.0,2
5230,Malleshwaram,705.0,1.0,67.0,1
5231,Malleshwaram,2500.0,5.0,325.0,4
5232,Malleshwaram,2006.0,3.0,297.0,3
5233,Malleshwaram,686.0,1.0,62.5,1
5234,Malleshwaram,2475.0,4.0,332.0,3
5235,Malleshwaram,2610.0,3.0,399.0,3
5236,Malleshwaram,2475.0,4.0,320.0,3
5237,Malleshwaram,900.0,2.0,95.0,2
5238,Malleshwaram,1420.0,2.0,158.0,2
5239,Malleshwaram,2000.0,3.0,250.0,3
5240,Malleshwaram,2215.0,3.0,275.0,3
5241,Malleshwaram,1600.0,3.0,160.0,3
5242,Malleshwaram,2475.0,4.0,300.0,3
5243,Malleshwaram,2345.0,2.0,293.0,3
5244,Malleshwaram,2600.0,3.0,237.0,3
5245,Malleshwaram,2215.0,4.0,310.0,3
5246,Malleshwaram,480.0,1.0,60.0,1
5247,Malleshwaram,1290.0,2.0,120.0,2
5248,Malleshwaram,2475.0,4.0,326.0,3
5249,Malleshwaram,2476.0,3.0,337.0,3
5250,Malleshwaram,900.0,2.0,90.0,2
5251,Malleshwaram,2250.0,3.0,200.0,3
5252,Malleshwaram,2050.0,4.0,270.0,3
5253,Malleshwaram,900.0,2.0,72.0,2
5254,Malleshwaram,620.0,1.0,86.8,1
5255,Malleshwaram,600.0,1.0,68.0,2
5256,Malleshwaram,2475.0,4.0,337.0,3
5257,Malleshwaram,2215.0,3.0,275.0,3
5258,Malleshwaram,2215.0,3.0,330.0,3
5259,Malleshwaram,2800.0,4.0,252.0,4
5260,Malleshwaram,1020.0,2.0,80.0,2
5261,Malleshwaram,600.0,1.0,90.0,2
5262,Malleshwaram,2200.0,3.0,275.0,3
5263,Malleshwaram,2475.0,4.0,326.0,3
5264,Malleshwaram,1500.0,2.0,140.0,2
5265,Malleshwaram,2475.0,4.0,340.0,3
5266,Malleshwaram,1400.0,2.0,190.0,2
5267,Malleshwaram,2475.0,4.0,300.0,3
5268,Malleshwaram,2400.0,3.0,380.0,3
5269,Malleshwaram,580.0,1.0,45.0,1
5270,Malleshwaram,1410.0,2.0,125.0,2
5271,Malleshwaram,2610.0,4.0,306.0,4
5272,Marathahalli,1310.0,3.0,63.25,3
5273,Marathahalli,1220.0,2.0,57.0,2
5274,Marathahalli,1200.0,2.0,52.0,2
5275,Marathahalli,1200.0,2.0,60.0,2
5276,Marathahalli,1933.0,3.0,140.0,3
5277,Marathahalli,950.0,2.0,46.96,2
5278,Marathahalli,1230.0,2.0,80.0,2
5279,Marathahalli,3800.0,4.0,250.0,4
5280,Marathahalli,1019.0,2.0,49.85,2
5281,Marathahalli,1215.0,2.0,67.0,2
5282,Marathahalli,2181.0,3.0,152.0,4
5283,Marathahalli,1170.0,2.0,53.0,2
5284,Marathahalli,1019.0,2.0,49.86,2
5285,Marathahalli,1325.0,2.0,71.55,2
5286,Marathahalli,1220.0,2.0,56.5,2
5287,Marathahalli,1575.0,3.0,78.0,3
5288,Marathahalli,1152.0,2.0,56.0,2
5289,Marathahalli,1610.0,3.0,90.0,3
5290,Marathahalli,1146.0,2.0,70.0,2
5291,Marathahalli,4000.0,5.0,212.0,4
5292,Marathahalli,1469.0,3.0,89.0,3
5293,Marathahalli,1530.0,3.0,74.5,3
5294,Marathahalli,1840.0,3.0,98.0,3
5295,Marathahalli,3951.0,4.0,220.0,4
5296,Marathahalli,1350.0,2.0,62.0,3
5297,Marathahalli,2519.0,5.0,185.0,4
5298,Marathahalli,1385.0,2.0,66.65,3
5299,Marathahalli,957.0,2.0,46.9,2
5300,Marathahalli,1583.0,3.0,105.0,3
5301,Marathahalli,2524.0,5.0,190.0,4
5302,Marathahalli,1350.0,3.0,72.0,3
5303,Marathahalli,4000.0,5.0,212.0,4
5304,Marathahalli,1535.0,3.0,72.5,3
5305,Marathahalli,1071.0,2.0,52.25,2
5306,Marathahalli,1215.0,2.0,58.86,2
5307,Marathahalli,1102.0,2.0,53.67,2
5308,Marathahalli,1900.0,3.0,123.0,3
5309,Marathahalli,1045.0,2.0,60.0,2
5310,Marathahalli,1305.0,2.0,69.0,3
5311,Marathahalli,1215.0,2.0,58.86,2
5312,Marathahalli,1365.0,2.0,73.0,2
5313,Marathahalli,3800.0,4.0,205.0,4
5314,Marathahalli,3895.0,4.0,220.0,4
5315,Marathahalli,1785.0,3.0,94.0,3
5316,Marathahalli,4000.0,4.0,220.0,4
5317,Marathahalli,1208.0,2.0,70.0,2
5318,Marathahalli,1325.0,1.0,92.0,2
5319,Marathahalli,1525.0,3.0,90.0,3
5320,Marathahalli,1937.0,3.0,140.0,3
5321,Marathahalli,1550.0,3.0,83.0,3
5322,Marathahalli,1350.0,2.0,86.0,2
5323,Marathahalli,957.0,2.0,47.0,2
5324,Marathahalli,4000.0,4.0,220.0,4
5325,Marathahalli,1230.0,2.0,57.0,2
5326,Marathahalli,1200.0,2.0,58.0,2
5327,Marathahalli,1650.0,3.0,86.45,3
5328,Marathahalli,607.0,1.0,35.0,1
5329,Marathahalli,1583.0,3.0,109.0,3
5330,Marathahalli,1075.0,2.0,52.43,2
5331,Marathahalli,1360.0,2.0,103.0,2
5332,Marathahalli,1220.0,2.0,58.5,2
5333,Marathahalli,950.0,2.0,45.68,2
5334,Marathahalli,615.0,1.0,44.0,1
5335,Marathahalli,1595.0,3.0,90.0,3
5336,Marathahalli,1350.0,2.0,89.0,2
5337,Marathahalli,1020.0,2.0,57.0,2
5338,Marathahalli,1600.0,3.0,88.0,2
5339,Marathahalli,780.0,1.0,55.0,1
5340,Marathahalli,1710.0,3.0,100.0,3
5341,Marathahalli,1530.0,3.0,73.5,3
5342,Marathahalli,1358.0,2.0,81.0,2
5343,Marathahalli,1205.0,2.0,75.0,2
5344,Marathahalli,1730.0,3.0,110.0,3
5345,Marathahalli,1583.0,3.0,115.0,3
5346,Marathahalli,1200.0,2.0,67.0,2
5347,Marathahalli,1095.0,2.0,60.0,2
5348,Marathahalli,1060.0,2.0,48.0,2
5349,Marathahalli,1050.0,2.0,65.0,2
5350,Marathahalli,1102.0,2.0,53.67,2
5351,Marathahalli,1026.0,2.0,49.95,2
5352,Marathahalli,3940.0,4.0,220.0,4
5353,Marathahalli,1435.0,3.0,73.0,3
5354,Marathahalli,1220.0,2.0,59.0,2
5355,Marathahalli,881.0,2.0,48.06,2
5356,Marathahalli,1130.0,2.0,58.0,3
5357,Marathahalli,1710.0,3.0,100.0,3
5358,Marathahalli,1152.0,2.0,90.0,2
5359,Marathahalli,1680.0,3.0,105.0,3
5360,Marathahalli,1910.0,3.0,119.0,3
5361,Marathahalli,1602.0,2.0,104.0,2
5362,Marathahalli,700.0,1.0,38.0,1
5363,Marathahalli,1469.0,3.0,89.0,3
5364,Marathahalli,1385.0,2.0,68.5,3
5365,Marathahalli,1690.0,3.0,116.0,3
5366,Marathahalli,1065.0,2.0,55.0,2
5367,Marathahalli,1693.0,3.0,125.0,3
5368,Marathahalli,1693.0,3.0,125.0,3
5369,Marathahalli,1196.0,2.0,57.9,2
5370,Marathahalli,1595.0,3.0,88.0,3
5371,Marathahalli,2122.0,3.0,125.0,3
5372,Marathahalli,1730.0,3.0,115.0,3
5373,Marathahalli,4000.0,4.0,200.0,4
5374,Marathahalli,1200.0,2.0,58.17,3
5375,Marathahalli,1125.0,2.0,55.0,2
5376,Marathahalli,1950.0,3.0,115.0,3
5377,Marathahalli,1250.0,2.0,68.0,2
5378,Marathahalli,1125.0,2.0,56.8,2
5379,Marathahalli,1350.0,2.0,90.0,2
5380,Marathahalli,1200.0,2.0,53.0,2
5381,Marathahalli,2500.0,5.0,175.0,4
5382,Marathahalli,957.0,2.0,47.0,2
5383,Marathahalli,3855.0,4.0,220.0,4
5384,Marathahalli,1605.0,3.0,76.0,3
5385,Marathahalli,1350.0,2.0,60.0,2
5386,Marathahalli,3400.0,4.0,235.0,4
5387,Marathahalli,1350.0,2.0,99.0,2
5388,Marathahalli,1310.0,3.0,63.22,3
5389,Marathahalli,1285.0,2.0,55.0,2
5390,Marathahalli,2500.0,5.0,181.0,4
5391,Marathahalli,3800.0,4.0,235.0,4
5392,Marathahalli,3951.0,4.0,230.0,4
5393,Marathahalli,1125.0,2.0,54.8,2
5394,Marathahalli,1700.0,3.0,126.0,3
5395,Marathahalli,1315.0,2.0,60.0,3
5396,Marathahalli,1270.0,2.0,73.0,2
5397,Marathahalli,1530.0,3.0,71.0,3
5398,Marathahalli,950.0,2.0,46.7,2
5399,Marathahalli,1550.0,3.0,85.0,3
5400,Marathahalli,1019.0,2.0,49.86,2
5401,Marathahalli,1144.0,2.0,65.0,2
5402,Marathahalli,1240.0,2.0,55.0,2
5403,Marathahalli,1100.0,2.0,75.0,1
5404,Marathahalli,1156.0,2.0,52.0,2
5405,Marathahalli,2524.0,5.0,180.0,4
5406,Marathahalli,1135.0,2.0,60.0,2
5407,Marathahalli,1839.0,3.0,130.0,3
5408,Marathahalli,1170.0,2.0,85.0,2
5409,Marathahalli,1102.0,2.0,53.67,2
5410,Marathahalli,1108.0,2.0,60.0,3
5411,Marathahalli,1449.0,3.0,110.0,3
5412,Marathahalli,1360.0,2.0,101.0,2
5413,Marathahalli,1026.0,2.0,50.18,2
5414,Marathahalli,1800.0,3.0,95.0,3
5415,Marathahalli,1650.0,3.0,85.0,3
5416,Marathahalli,1270.0,2.0,80.0,2
5417,Marathahalli,1100.0,2.0,50.0,2
5418,Marathahalli,1196.0,2.0,57.95,2
5419,Marathahalli,1310.0,3.0,63.25,3
5420,Marathahalli,1485.0,2.0,90.0,3
5421,Marathahalli,1146.0,2.0,69.0,2
5422,Margondanahalli,1090.0,2.0,58.0,2
5423,Margondanahalli,1200.0,2.0,58.5,2
5424,Margondanahalli,1200.0,2.0,67.0,2
5425,Margondanahalli,1200.0,2.0,65.0,3
5426,Margondanahalli,1200.0,1.0,53.0,2
5427,Margondanahalli,1000.0,2.0,57.0,2
5428,Margondanahalli,1625.0,3.0,80.0,3
5429,Margondanahalli,555.0,1.0,37.0,2
5430,Margondanahalli,600.0,2.0,35.0,2
5431,Margondanahalli,1200.0,2.0,69.0,2
5432,Margondanahalli,900.0,2.0,49.0,2
5433,Margondanahalli,1140.0,2.0,60.0,2
5434,Margondanahalli,900.0,2.0,55.0,2
5435,Margondanahalli,900.0,2.0,65.0,2
5436,Margondanahalli,1100.0,2.0,55.0,2
5437,Margondanahalli,900.0,2.0,55.0,2
5438,Margondanahalli,1152.0,1.0,66.0,2
5439,Margondanahalli,1448.0,3.0,70.0,3
5440,Margondanahalli,1200.0,2.0,65.0,2
5441,Margondanahalli,1050.0,2.0,58.0,2
5442,Margondanahalli,1160.0,2.0,65.0,2
5443,Margondanahalli,1334.0,2.0,67.76,2
5444,Marsur,1000.0,4.0,66.0,3
5445,Marsur,1800.0,4.0,145.0,4
5446,Marsur,1200.0,3.0,90.0,3
5447,Marsur,497.0,1.0,25.0,2
5448,Marsur,720.0,2.0,32.0,3
5449,Marsur,497.0,1.0,20.0,2
5450,Marsur,715.0,2.0,29.0,3
5451,Marsur,497.0,1.0,20.0,2
5452,Mico Layout,5000.0,9.0,210.0,9
5453,Mico Layout,1550.0,2.0,65.0,3
5454,Mico Layout,1125.0,2.0,40.0,2
5455,Mico Layout,1190.0,2.0,39.25,2
5456,Mico Layout,800.0,1.0,29.5,1
5457,Mico Layout,1250.0,2.0,44.0,3
5458,Mico Layout,1171.0,2.0,39.0,2
5459,Mico Layout,1200.0,2.0,53.5,2
5460,Mico Layout,1670.0,3.0,59.0,3
5461,Mico Layout,1140.0,2.0,43.0,2
5462,Munnekollal,1170.0,2.0,52.0,2
5463,Munnekollal,1102.0,2.0,53.67,2
5464,Munnekollal,1390.0,3.0,68.0,3
5465,Munnekollal,1200.0,2.0,49.5,2
5466,Munnekollal,950.0,2.0,46.5,2
5467,Munnekollal,1200.0,4.0,110.0,6
5468,Munnekollal,1560.0,3.0,75.0,3
5469,Munnekollal,1210.0,2.0,75.0,2
5470,Munnekollal,1750.0,3.0,86.5,3
5471,Munnekollal,1385.0,2.0,66.5,3
5472,Munnekollal,1080.0,2.0,45.0,2
5473,Munnekollal,1170.0,2.0,59.0,2
5474,Munnekollal,1222.0,3.0,95.0,3
5475,Munnekollal,1800.0,3.0,65.0,3
5476,Munnekollal,1200.0,2.0,40.0,2
5477,Munnekollal,1540.0,2.0,70.0,3
5478,Munnekollal,1200.0,2.0,57.9,3
5479,Munnekollal,1030.0,2.0,50.36,2
5480,Murugeshpalya,1296.0,2.0,81.0,2
5481,Murugeshpalya,1550.0,3.0,74.0,3
5482,Murugeshpalya,1845.0,3.0,91.0,3
5483,Murugeshpalya,2135.0,3.0,160.0,3
5484,Murugeshpalya,1185.0,2.0,85.0,2
5485,Murugeshpalya,1225.0,2.0,48.0,2
5486,Murugeshpalya,1930.0,3.0,75.0,3
5487,Murugeshpalya,1600.0,2.0,65.0,3
5488,Murugeshpalya,1344.0,2.0,56.0,3
5489,Murugeshpalya,1500.0,2.0,70.0,3
5490,Murugeshpalya,1855.0,3.0,96.0,3
5491,Murugeshpalya,1175.0,2.0,75.0,2
5492,Mysore Road,1175.0,2.0,73.5,2
5493,Mysore Road,1710.0,4.0,91.31,3
5494,Mysore Road,1020.0,2.0,48.95,2
5495,Mysore Road,1200.0,2.0,85.0,2
5496,Mysore Road,1175.0,2.0,73.5,2
5497,Mysore Road,1070.0,2.0,45.0,2
5498,Mysore Road,1239.0,2.0,53.0,2
5499,Mysore Road,1060.0,2.0,62.0,2
5500,Mysore Road,980.0,2.0,45.47,2
5501,Mysore Road,883.0,2.0,40.0,2
5502,Mysore Road,1525.0,3.0,96.0,3
5503,Mysore Road,1200.0,2.0,65.0,2
5504,Mysore Road,1005.0,2.0,35.175,2
5505,Mysore Road,1340.0,2.0,64.31,3
5506,Mysore Road,1082.0,3.0,50.5,3
5507,Mysore Road,1340.0,2.0,64.31,3
5508,Mysore Road,1512.0,2.0,110.0,3
5509,Mysore Road,1560.0,3.0,115.0,3
5510,Mysore Road,1560.0,3.0,120.0,3
5511,Mysore Road,883.0,2.0,40.95,2
5512,Mysore Road,1070.0,2.0,49.65,2
5513,Mysore Road,900.0,2.0,65.0,2
5514,Mysore Road,1082.0,3.0,50.0,3
5515,Mysore Road,883.0,2.0,50.0,2
5516,Mysore Road,1155.0,2.0,51.0,2
5517,Mysore Road,1003.0,2.0,43.0,2
5518,Mysore Road,1237.0,2.0,73.0,2
5519,Mysore Road,883.0,2.0,45.0,2
5520,Mysore Road,1170.0,2.0,65.0,2
5521,Mysore Road,1029.5,2.0,50.855,2
5522,Mysore Road,940.0,2.0,43.61,2
5523,Mysore Road,1500.0,3.0,74.0,3
5524,Mysore Road,1020.0,2.0,48.95,2
5525,Mysore Road,1568.0,2.0,100.0,3
5526,Mysore Road,1360.0,3.0,47.6,3
5527,Mysore Road,1410.0,2.0,64.0,3
5528,Mysore Road,1560.0,2.0,83.3,3
5529,Mysore Road,500.0,1.0,17.5,1
5530,Mysore Road,1175.0,2.0,70.5,2
5531,Mysore Road,1080.0,2.0,60.0,3
5532,Mysore Road,1500.0,3.0,70.0,3
5533,Mysore Road,883.0,2.0,37.0,2
5534,Mysore Road,1175.0,2.0,86.68,2
5535,Mysore Road,1082.0,2.0,45.0,3
5536,NGR Layout,1020.0,2.0,45.9,2
5537,NGR Layout,1105.0,2.0,49.73,2
5538,NGR Layout,1022.0,2.0,45.9,2
5539,NGR Layout,1020.0,2.0,45.0,2
5540,NGR Layout,1019.0,2.0,45.9,2
5541,NGR Layout,1020.0,2.0,46.0,2
5542,NGR Layout,1021.0,2.0,46.0,2
5543,NGR Layout,1021.0,2.0,45.9,2
5544,NRI Layout,1565.0,2.0,75.0,3
5545,NRI Layout,2500.0,5.0,130.0,5
5546,NRI Layout,1125.0,2.0,45.56,2
5547,NRI Layout,2150.0,4.0,115.0,4
5548,NRI Layout,1200.0,4.0,95.0,4
5549,NRI Layout,1250.0,2.0,75.0,2
5550,NRI Layout,1789.0,3.0,75.0,3
5551,NRI Layout,1731.0,3.0,64.11,3
5552,NRI Layout,2400.0,2.0,125.0,2
5553,NRI Layout,2700.0,5.0,95.75,4
5554,Nagarbhavi,1630.0,2.0,98.0,3
5555,Nagarbhavi,1350.0,3.0,150.0,3
5556,Nagarbhavi,1200.0,2.0,150.0,2
5557,Nagarbhavi,2400.0,3.0,160.0,3
5558,Nagarbhavi,600.0,2.0,100.0,4
5559,Nagarbhavi,600.0,2.0,80.0,3
5560,Nagarbhavi,600.0,3.0,100.0,3
5561,Nagarbhavi,1055.0,2.0,55.0,2
5562,Nagarbhavi,600.0,3.0,83.0,3
5563,Nagarbhavi,1223.0,2.0,60.0,2
5564,Nagarbhavi,956.0,2.0,49.0,2
5565,Nagarbhavi,1200.0,2.0,150.0,2
5566,Nagarbhavi,1400.0,2.0,85.0,3
5567,Nagarbhavi,1515.0,2.0,79.0,3
5568,Nagarbhavi,1250.0,3.0,175.0,4
5569,Nagarbhavi,710.0,2.0,40.0,1
5570,Nagarbhavi,1850.0,3.0,88.0,3
5571,Nagarbhavi,1020.0,2.0,55.0,2
5572,Nagarbhavi,1850.0,3.0,90.0,3
5573,Nagarbhavi,1120.0,2.0,53.0,2
5574,Nagarbhavi,1850.0,2.0,88.0,3
5575,Nagarbhavi,1146.0,2.0,50.0,2
5576,Nagarbhavi,1850.0,2.0,89.0,3
5577,Nagarbhavi,1190.0,2.0,63.0,2
5578,Nagarbhavi,1050.0,2.0,80.0,2
5579,Nagarbhavi,800.0,3.0,95.0,3
5580,Nagarbhavi,600.0,5.0,95.0,4
5581,Nagarbhavi,2500.0,3.0,180.0,5
5582,Nagarbhavi,1200.0,4.0,205.0,3
5583,Nagarbhavi,1050.0,3.0,175.0,3
5584,Nagarbhavi,1350.0,3.0,60.0,3
5585,Nagarbhavi,600.0,3.0,77.0,4
5586,Nagarbhavi,1250.0,3.0,170.0,2
5587,Nagarbhavi,1635.0,3.0,85.0,3
5588,Nagarbhavi,1400.0,2.0,135.0,3
5589,Nagarbhavi,2200.0,2.0,99.0,3
5590,Nagarbhavi,1080.0,2.0,49.0,2
5591,Nagarbhavi,1800.0,3.0,180.0,4
5592,Nagarbhavi,600.0,4.0,78.0,4
5593,Nagarbhavi,600.0,3.0,100.0,4
5594,Nagarbhavi,1225.0,2.0,58.0,2
5595,Nagasandra,980.0,2.0,48.0,2
5596,Nagasandra,1500.0,5.0,130.0,6
5597,Nagasandra,4050.0,5.0,140.0,5
5598,Nagasandra,1470.0,2.0,110.0,3
5599,Nagasandra,1310.0,3.0,95.0,4
5600,Nagasandra,2400.0,4.0,145.0,4
